State,Industry,Month,index,Series ID,Turnover
Australian Capital Territory,Newspaper and book retailing,1985-07,5332,A3349773T,2.6
Australian Capital Territory,Newspaper and book retailing,1985-08,5333,A3349773T,2.6
Australian Capital Territory,Newspaper and book retailing,1985-09,5334,A3349773T,2.7
Australian Capital Territory,Newspaper and book retailing,1985-10,5335,A3349773T,2.7
Australian Capital Territory,Newspaper and book retailing,1985-11,5336,A3349773T,2.8
Australian Capital Territory,Newspaper and book retailing,1985-12,5337,A3349773T,3.4
Australian Capital Territory,Newspaper and book retailing,1986-01,5338,A3349773T,2.6
Australian Capital Territory,Newspaper and book retailing,1986-02,5339,A3349773T,2.8
Australian Capital Territory,Newspaper and book retailing,1986-03,5340,A3349773T,3.6
Australian Capital Territory,Newspaper and book retailing,1986-04,5341,A3349773T,2.7
Australian Capital Territory,Newspaper and book retailing,1986-05,5342,A3349773T,2.7
Australian Capital Territory,Newspaper and book retailing,1986-06,5343,A3349773T,2.6
Australian Capital Territory,Newspaper and book retailing,1986-07,5344,A3349773T,3.3
Australian Capital Territory,Newspaper and book retailing,1986-08,5345,A3349773T,4.6
Australian Capital Territory,Newspaper and book retailing,1986-09,5346,A3349773T,3.3
Australian Capital Territory,Newspaper and book retailing,1986-10,5347,A3349773T,3.0
Australian Capital Territory,Newspaper and book retailing,1986-11,5348,A3349773T,3.2
Australian Capital Territory,Newspaper and book retailing,1986-12,5349,A3349773T,3.4
Australian Capital Territory,Newspaper and book retailing,1987-01,5350,A3349773T,2.8
Australian Capital Territory,Newspaper and book retailing,1987-02,5351,A3349773T,3.1
Australian Capital Territory,Newspaper and book retailing,1987-03,5352,A3349773T,4.7
Australian Capital Territory,Newspaper and book retailing,1987-04,5353,A3349773T,4.1
Australian Capital Territory,Newspaper and book retailing,1987-05,5354,A3349773T,3.9
Australian Capital Territory,Newspaper and book retailing,1987-06,5355,A3349773T,4.1
Australian Capital Territory,Newspaper and book retailing,1987-07,5356,A3349773T,4.4
Australian Capital Territory,Newspaper and book retailing,1987-08,5357,A3349773T,4.4
Australian Capital Territory,Newspaper and book retailing,1987-09,5358,A3349773T,4.8
Australian Capital Territory,Newspaper and book retailing,1987-10,5359,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,1987-11,5360,A3349773T,4.7
Australian Capital Territory,Newspaper and book retailing,1987-12,5361,A3349773T,7.3
Australian Capital Territory,Newspaper and book retailing,1988-01,5362,A3349773T,3.7
Australian Capital Territory,Newspaper and book retailing,1988-02,5363,A3349773T,4.8
Australian Capital Territory,Newspaper and book retailing,1988-03,5364,A3349773T,6.7
Australian Capital Territory,Newspaper and book retailing,1988-04,5365,A3349773T,5.1
Australian Capital Territory,Newspaper and book retailing,1988-05,5366,A3349773T,5.6
Australian Capital Territory,Newspaper and book retailing,1988-06,5367,A3349773T,5.0
Australian Capital Territory,Newspaper and book retailing,1988-07,5368,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,1988-08,5369,A3349773T,5.3
Australian Capital Territory,Newspaper and book retailing,1988-09,5370,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,1988-10,5371,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,1988-11,5372,A3349773T,5.5
Australian Capital Territory,Newspaper and book retailing,1988-12,5373,A3349773T,7.3
Australian Capital Territory,Newspaper and book retailing,1989-01,5374,A3349773T,4.5
Australian Capital Territory,Newspaper and book retailing,1989-02,5375,A3349773T,4.8
Australian Capital Territory,Newspaper and book retailing,1989-03,5376,A3349773T,5.0
Australian Capital Territory,Newspaper and book retailing,1989-04,5377,A3349773T,4.6
Australian Capital Territory,Newspaper and book retailing,1989-05,5378,A3349773T,5.2
Australian Capital Territory,Newspaper and book retailing,1989-06,5379,A3349773T,4.0
Australian Capital Territory,Newspaper and book retailing,1989-07,5380,A3349773T,4.1
Australian Capital Territory,Newspaper and book retailing,1989-08,5381,A3349773T,4.7
Australian Capital Territory,Newspaper and book retailing,1989-09,5382,A3349773T,4.5
Australian Capital Territory,Newspaper and book retailing,1989-10,5383,A3349773T,4.3
Australian Capital Territory,Newspaper and book retailing,1989-11,5384,A3349773T,4.3
Australian Capital Territory,Newspaper and book retailing,1989-12,5385,A3349773T,5.8
Australian Capital Territory,Newspaper and book retailing,1990-01,5386,A3349773T,4.1
Australian Capital Territory,Newspaper and book retailing,1990-02,5387,A3349773T,5.2
Australian Capital Territory,Newspaper and book retailing,1990-03,5388,A3349773T,5.1
Australian Capital Territory,Newspaper and book retailing,1990-04,5389,A3349773T,4.2
Australian Capital Territory,Newspaper and book retailing,1990-05,5390,A3349773T,4.6
Australian Capital Territory,Newspaper and book retailing,1990-06,5391,A3349773T,4.6
Australian Capital Territory,Newspaper and book retailing,1990-07,5392,A3349773T,4.4
Australian Capital Territory,Newspaper and book retailing,1990-08,5393,A3349773T,5.0
Australian Capital Territory,Newspaper and book retailing,1990-09,5394,A3349773T,4.2
Australian Capital Territory,Newspaper and book retailing,1990-10,5395,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,1990-11,5396,A3349773T,5.2
Australian Capital Territory,Newspaper and book retailing,1990-12,5397,A3349773T,6.2
Australian Capital Territory,Newspaper and book retailing,1991-01,5398,A3349773T,4.2
Australian Capital Territory,Newspaper and book retailing,1991-02,5399,A3349773T,4.5
Australian Capital Territory,Newspaper and book retailing,1991-03,5400,A3349773T,5.3
Australian Capital Territory,Newspaper and book retailing,1991-04,5401,A3349773T,4.4
Australian Capital Territory,Newspaper and book retailing,1991-05,5402,A3349773T,4.5
Australian Capital Territory,Newspaper and book retailing,1991-06,5403,A3349773T,4.4
Australian Capital Territory,Newspaper and book retailing,1991-07,5404,A3349773T,4.6
Australian Capital Territory,Newspaper and book retailing,1991-08,5405,A3349773T,5.0
Australian Capital Territory,Newspaper and book retailing,1991-09,5406,A3349773T,4.7
Australian Capital Territory,Newspaper and book retailing,1991-10,5407,A3349773T,4.7
Australian Capital Territory,Newspaper and book retailing,1991-11,5408,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,1991-12,5409,A3349773T,7.1
Australian Capital Territory,Newspaper and book retailing,1992-01,5410,A3349773T,4.8
Australian Capital Territory,Newspaper and book retailing,1992-02,5411,A3349773T,5.3
Australian Capital Territory,Newspaper and book retailing,1992-03,5412,A3349773T,6.2
Australian Capital Territory,Newspaper and book retailing,1992-04,5413,A3349773T,4.6
Australian Capital Territory,Newspaper and book retailing,1992-05,5414,A3349773T,5.0
Australian Capital Territory,Newspaper and book retailing,1992-06,5415,A3349773T,5.1
Australian Capital Territory,Newspaper and book retailing,1992-07,5416,A3349773T,5.6
Australian Capital Territory,Newspaper and book retailing,1992-08,5417,A3349773T,5.4
Australian Capital Territory,Newspaper and book retailing,1992-09,5418,A3349773T,5.9
Australian Capital Territory,Newspaper and book retailing,1992-10,5419,A3349773T,5.3
Australian Capital Territory,Newspaper and book retailing,1992-11,5420,A3349773T,5.6
Australian Capital Territory,Newspaper and book retailing,1992-12,5421,A3349773T,8.4
Australian Capital Territory,Newspaper and book retailing,1993-01,5422,A3349773T,4.7
Australian Capital Territory,Newspaper and book retailing,1993-02,5423,A3349773T,5.7
Australian Capital Territory,Newspaper and book retailing,1993-03,5424,A3349773T,6.7
Australian Capital Territory,Newspaper and book retailing,1993-04,5425,A3349773T,5.6
Australian Capital Territory,Newspaper and book retailing,1993-05,5426,A3349773T,6.0
Australian Capital Territory,Newspaper and book retailing,1993-06,5427,A3349773T,6.6
Australian Capital Territory,Newspaper and book retailing,1993-07,5428,A3349773T,7.4
Australian Capital Territory,Newspaper and book retailing,1993-08,5429,A3349773T,7.4
Australian Capital Territory,Newspaper and book retailing,1993-09,5430,A3349773T,6.8
Australian Capital Territory,Newspaper and book retailing,1993-10,5431,A3349773T,7.0
Australian Capital Territory,Newspaper and book retailing,1993-11,5432,A3349773T,7.3
Australian Capital Territory,Newspaper and book retailing,1993-12,5433,A3349773T,10.8
Australian Capital Territory,Newspaper and book retailing,1994-01,5434,A3349773T,7.0
Australian Capital Territory,Newspaper and book retailing,1994-02,5435,A3349773T,7.7
Australian Capital Territory,Newspaper and book retailing,1994-03,5436,A3349773T,8.3
Australian Capital Territory,Newspaper and book retailing,1994-04,5437,A3349773T,6.9
Australian Capital Territory,Newspaper and book retailing,1994-05,5438,A3349773T,7.8
Australian Capital Territory,Newspaper and book retailing,1994-06,5439,A3349773T,7.5
Australian Capital Territory,Newspaper and book retailing,1994-07,5440,A3349773T,7.3
Australian Capital Territory,Newspaper and book retailing,1994-08,5441,A3349773T,7.1
Australian Capital Territory,Newspaper and book retailing,1994-09,5442,A3349773T,7.0
Australian Capital Territory,Newspaper and book retailing,1994-10,5443,A3349773T,6.3
Australian Capital Territory,Newspaper and book retailing,1994-11,5444,A3349773T,7.0
Australian Capital Territory,Newspaper and book retailing,1994-12,5445,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,1995-01,5446,A3349773T,6.6
Australian Capital Territory,Newspaper and book retailing,1995-02,5447,A3349773T,7.0
Australian Capital Territory,Newspaper and book retailing,1995-03,5448,A3349773T,8.1
Australian Capital Territory,Newspaper and book retailing,1995-04,5449,A3349773T,7.9
Australian Capital Territory,Newspaper and book retailing,1995-05,5450,A3349773T,8.0
Australian Capital Territory,Newspaper and book retailing,1995-06,5451,A3349773T,7.7
Australian Capital Territory,Newspaper and book retailing,1995-07,5452,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,1995-08,5453,A3349773T,8.6
Australian Capital Territory,Newspaper and book retailing,1995-09,5454,A3349773T,8.7
Australian Capital Territory,Newspaper and book retailing,1995-10,5455,A3349773T,7.9
Australian Capital Territory,Newspaper and book retailing,1995-11,5456,A3349773T,8.7
Australian Capital Territory,Newspaper and book retailing,1995-12,5457,A3349773T,10.3
Australian Capital Territory,Newspaper and book retailing,1996-01,5458,A3349773T,6.5
Australian Capital Territory,Newspaper and book retailing,1996-02,5459,A3349773T,7.0
Australian Capital Territory,Newspaper and book retailing,1996-03,5460,A3349773T,7.8
Australian Capital Territory,Newspaper and book retailing,1996-04,5461,A3349773T,6.3
Australian Capital Territory,Newspaper and book retailing,1996-05,5462,A3349773T,6.8
Australian Capital Territory,Newspaper and book retailing,1996-06,5463,A3349773T,6.0
Australian Capital Territory,Newspaper and book retailing,1996-07,5464,A3349773T,5.1
Australian Capital Territory,Newspaper and book retailing,1996-08,5465,A3349773T,5.4
Australian Capital Territory,Newspaper and book retailing,1996-09,5466,A3349773T,4.7
Australian Capital Territory,Newspaper and book retailing,1996-10,5467,A3349773T,4.5
Australian Capital Territory,Newspaper and book retailing,1996-11,5468,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,1996-12,5469,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,1997-01,5470,A3349773T,6.7
Australian Capital Territory,Newspaper and book retailing,1997-02,5471,A3349773T,6.1
Australian Capital Territory,Newspaper and book retailing,1997-03,5472,A3349773T,7.2
Australian Capital Territory,Newspaper and book retailing,1997-04,5473,A3349773T,6.5
Australian Capital Territory,Newspaper and book retailing,1997-05,5474,A3349773T,7.4
Australian Capital Territory,Newspaper and book retailing,1997-06,5475,A3349773T,6.8
Australian Capital Territory,Newspaper and book retailing,1997-07,5476,A3349773T,7.9
Australian Capital Territory,Newspaper and book retailing,1997-08,5477,A3349773T,7.4
Australian Capital Territory,Newspaper and book retailing,1997-09,5478,A3349773T,7.1
Australian Capital Territory,Newspaper and book retailing,1997-10,5479,A3349773T,6.7
Australian Capital Territory,Newspaper and book retailing,1997-11,5480,A3349773T,6.8
Australian Capital Territory,Newspaper and book retailing,1997-12,5481,A3349773T,10.2
Australian Capital Territory,Newspaper and book retailing,1998-01,5482,A3349773T,5.5
Australian Capital Territory,Newspaper and book retailing,1998-02,5483,A3349773T,5.9
Australian Capital Territory,Newspaper and book retailing,1998-03,5484,A3349773T,7.7
Australian Capital Territory,Newspaper and book retailing,1998-04,5485,A3349773T,5.8
Australian Capital Territory,Newspaper and book retailing,1998-05,5486,A3349773T,6.9
Australian Capital Territory,Newspaper and book retailing,1998-06,5487,A3349773T,7.1
Australian Capital Territory,Newspaper and book retailing,1998-07,5488,A3349773T,7.8
Australian Capital Territory,Newspaper and book retailing,1998-08,5489,A3349773T,7.2
Australian Capital Territory,Newspaper and book retailing,1998-09,5490,A3349773T,7.6
Australian Capital Territory,Newspaper and book retailing,1998-10,5491,A3349773T,7.7
Australian Capital Territory,Newspaper and book retailing,1998-11,5492,A3349773T,7.9
Australian Capital Territory,Newspaper and book retailing,1998-12,5493,A3349773T,10.9
Australian Capital Territory,Newspaper and book retailing,1999-01,5494,A3349773T,7.9
Australian Capital Territory,Newspaper and book retailing,1999-02,5495,A3349773T,9.2
Australian Capital Territory,Newspaper and book retailing,1999-03,5496,A3349773T,11.2
Australian Capital Territory,Newspaper and book retailing,1999-04,5497,A3349773T,11.3
Australian Capital Territory,Newspaper and book retailing,1999-05,5498,A3349773T,12.2
Australian Capital Territory,Newspaper and book retailing,1999-06,5499,A3349773T,11.1
Australian Capital Territory,Newspaper and book retailing,1999-07,5500,A3349773T,11.8
Australian Capital Territory,Newspaper and book retailing,1999-08,5501,A3349773T,11.0
Australian Capital Territory,Newspaper and book retailing,1999-09,5502,A3349773T,10.6
Australian Capital Territory,Newspaper and book retailing,1999-10,5503,A3349773T,12.1
Australian Capital Territory,Newspaper and book retailing,1999-11,5504,A3349773T,13.2
Australian Capital Territory,Newspaper and book retailing,1999-12,5505,A3349773T,17.0
Australian Capital Territory,Newspaper and book retailing,2000-01,5506,A3349773T,9.9
Australian Capital Territory,Newspaper and book retailing,2000-02,5507,A3349773T,10.7
Australian Capital Territory,Newspaper and book retailing,2000-03,5508,A3349773T,12.5
Australian Capital Territory,Newspaper and book retailing,2000-04,5509,A3349773T,11.2
Australian Capital Territory,Newspaper and book retailing,2000-05,5510,A3349773T,11.4
Australian Capital Territory,Newspaper and book retailing,2000-06,5511,A3349773T,11.5
Australian Capital Territory,Newspaper and book retailing,2000-07,5512,A3349773T,11.6
Australian Capital Territory,Newspaper and book retailing,2000-08,5513,A3349773T,12.2
Australian Capital Territory,Newspaper and book retailing,2000-09,5514,A3349773T,11.1
Australian Capital Territory,Newspaper and book retailing,2000-10,5515,A3349773T,11.2
Australian Capital Territory,Newspaper and book retailing,2000-11,5516,A3349773T,12.4
Australian Capital Territory,Newspaper and book retailing,2000-12,5517,A3349773T,15.2
Australian Capital Territory,Newspaper and book retailing,2001-01,5518,A3349773T,9.3
Australian Capital Territory,Newspaper and book retailing,2001-02,5519,A3349773T,10.5
Australian Capital Territory,Newspaper and book retailing,2001-03,5520,A3349773T,11.7
Australian Capital Territory,Newspaper and book retailing,2001-04,5521,A3349773T,8.2
Australian Capital Territory,Newspaper and book retailing,2001-05,5522,A3349773T,9.0
Australian Capital Territory,Newspaper and book retailing,2001-06,5523,A3349773T,8.7
Australian Capital Territory,Newspaper and book retailing,2001-07,5524,A3349773T,9.1
Australian Capital Territory,Newspaper and book retailing,2001-08,5525,A3349773T,8.1
Australian Capital Territory,Newspaper and book retailing,2001-09,5526,A3349773T,7.9
Australian Capital Territory,Newspaper and book retailing,2001-10,5527,A3349773T,7.8
Australian Capital Territory,Newspaper and book retailing,2001-11,5528,A3349773T,8.2
Australian Capital Territory,Newspaper and book retailing,2001-12,5529,A3349773T,11.7
Australian Capital Territory,Newspaper and book retailing,2002-01,5530,A3349773T,8.0
Australian Capital Territory,Newspaper and book retailing,2002-02,5531,A3349773T,9.6
Australian Capital Territory,Newspaper and book retailing,2002-03,5532,A3349773T,9.8
Australian Capital Territory,Newspaper and book retailing,2002-04,5533,A3349773T,8.6
Australian Capital Territory,Newspaper and book retailing,2002-05,5534,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,2002-06,5535,A3349773T,8.7
Australian Capital Territory,Newspaper and book retailing,2002-07,5536,A3349773T,11.8
Australian Capital Territory,Newspaper and book retailing,2002-08,5537,A3349773T,11.8
Australian Capital Territory,Newspaper and book retailing,2002-09,5538,A3349773T,9.9
Australian Capital Territory,Newspaper and book retailing,2002-10,5539,A3349773T,9.5
Australian Capital Territory,Newspaper and book retailing,2002-11,5540,A3349773T,9.9
Australian Capital Territory,Newspaper and book retailing,2002-12,5541,A3349773T,12.8
Australian Capital Territory,Newspaper and book retailing,2003-01,5542,A3349773T,9.9
Australian Capital Territory,Newspaper and book retailing,2003-02,5543,A3349773T,11.1
Australian Capital Territory,Newspaper and book retailing,2003-03,5544,A3349773T,11.6
Australian Capital Territory,Newspaper and book retailing,2003-04,5545,A3349773T,9.3
Australian Capital Territory,Newspaper and book retailing,2003-05,5546,A3349773T,10.2
Australian Capital Territory,Newspaper and book retailing,2003-06,5547,A3349773T,9.8
Australian Capital Territory,Newspaper and book retailing,2003-07,5548,A3349773T,11.5
Australian Capital Territory,Newspaper and book retailing,2003-08,5549,A3349773T,11.2
Australian Capital Territory,Newspaper and book retailing,2003-09,5550,A3349773T,10.1
Australian Capital Territory,Newspaper and book retailing,2003-10,5551,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,2003-11,5552,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,2003-12,5553,A3349773T,14.2
Australian Capital Territory,Newspaper and book retailing,2004-01,5554,A3349773T,8.6
Australian Capital Territory,Newspaper and book retailing,2004-02,5555,A3349773T,10.1
Australian Capital Territory,Newspaper and book retailing,2004-03,5556,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,2004-04,5557,A3349773T,8.6
Australian Capital Territory,Newspaper and book retailing,2004-05,5558,A3349773T,8.9
Australian Capital Territory,Newspaper and book retailing,2004-06,5559,A3349773T,8.8
Australian Capital Territory,Newspaper and book retailing,2004-07,5560,A3349773T,11.0
Australian Capital Territory,Newspaper and book retailing,2004-08,5561,A3349773T,10.0
Australian Capital Territory,Newspaper and book retailing,2004-09,5562,A3349773T,8.8
Australian Capital Territory,Newspaper and book retailing,2004-10,5563,A3349773T,8.3
Australian Capital Territory,Newspaper and book retailing,2004-11,5564,A3349773T,8.4
Australian Capital Territory,Newspaper and book retailing,2004-12,5565,A3349773T,11.5
Australian Capital Territory,Newspaper and book retailing,2005-01,5566,A3349773T,8.8
Australian Capital Territory,Newspaper and book retailing,2005-02,5567,A3349773T,10.4
Australian Capital Territory,Newspaper and book retailing,2005-03,5568,A3349773T,9.2
Australian Capital Territory,Newspaper and book retailing,2005-04,5569,A3349773T,8.8
Australian Capital Territory,Newspaper and book retailing,2005-05,5570,A3349773T,8.8
Australian Capital Territory,Newspaper and book retailing,2005-06,5571,A3349773T,8.2
Australian Capital Territory,Newspaper and book retailing,2005-07,5572,A3349773T,11.3
Australian Capital Territory,Newspaper and book retailing,2005-08,5573,A3349773T,10.2
Australian Capital Territory,Newspaper and book retailing,2005-09,5574,A3349773T,9.5
Australian Capital Territory,Newspaper and book retailing,2005-10,5575,A3349773T,8.0
Australian Capital Territory,Newspaper and book retailing,2005-11,5576,A3349773T,8.2
Australian Capital Territory,Newspaper and book retailing,2005-12,5577,A3349773T,10.9
Australian Capital Territory,Newspaper and book retailing,2006-01,5578,A3349773T,7.8
Australian Capital Territory,Newspaper and book retailing,2006-02,5579,A3349773T,9.8
Australian Capital Territory,Newspaper and book retailing,2006-03,5580,A3349773T,9.3
Australian Capital Territory,Newspaper and book retailing,2006-04,5581,A3349773T,8.4
Australian Capital Territory,Newspaper and book retailing,2006-05,5582,A3349773T,8.6
Australian Capital Territory,Newspaper and book retailing,2006-06,5583,A3349773T,8.3
Australian Capital Territory,Newspaper and book retailing,2006-07,5584,A3349773T,10.6
Australian Capital Territory,Newspaper and book retailing,2006-08,5585,A3349773T,9.1
Australian Capital Territory,Newspaper and book retailing,2006-09,5586,A3349773T,8.3
Australian Capital Territory,Newspaper and book retailing,2006-10,5587,A3349773T,9.0
Australian Capital Territory,Newspaper and book retailing,2006-11,5588,A3349773T,9.6
Australian Capital Territory,Newspaper and book retailing,2006-12,5589,A3349773T,13.0
Australian Capital Territory,Newspaper and book retailing,2007-01,5590,A3349773T,10.6
Australian Capital Territory,Newspaper and book retailing,2007-02,5591,A3349773T,11.2
Australian Capital Territory,Newspaper and book retailing,2007-03,5592,A3349773T,12.9
Australian Capital Territory,Newspaper and book retailing,2007-04,5593,A3349773T,10.7
Australian Capital Territory,Newspaper and book retailing,2007-05,5594,A3349773T,10.8
Australian Capital Territory,Newspaper and book retailing,2007-06,5595,A3349773T,10.2
Australian Capital Territory,Newspaper and book retailing,2007-07,5596,A3349773T,12.5
Australian Capital Territory,Newspaper and book retailing,2007-08,5597,A3349773T,10.0
Australian Capital Territory,Newspaper and book retailing,2007-09,5598,A3349773T,10.2
Australian Capital Territory,Newspaper and book retailing,2007-10,5599,A3349773T,10.5
Australian Capital Territory,Newspaper and book retailing,2007-11,5600,A3349773T,11.0
Australian Capital Territory,Newspaper and book retailing,2007-12,5601,A3349773T,15.2
Australian Capital Territory,Newspaper and book retailing,2008-01,5602,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,2008-02,5603,A3349773T,12.9
Australian Capital Territory,Newspaper and book retailing,2008-03,5604,A3349773T,11.6
Australian Capital Territory,Newspaper and book retailing,2008-04,5605,A3349773T,10.2
Australian Capital Territory,Newspaper and book retailing,2008-05,5606,A3349773T,10.9
Australian Capital Territory,Newspaper and book retailing,2008-06,5607,A3349773T,10.3
Australian Capital Territory,Newspaper and book retailing,2008-07,5608,A3349773T,12.0
Australian Capital Territory,Newspaper and book retailing,2008-08,5609,A3349773T,10.8
Australian Capital Territory,Newspaper and book retailing,2008-09,5610,A3349773T,10.1
Australian Capital Territory,Newspaper and book retailing,2008-10,5611,A3349773T,9.8
Australian Capital Territory,Newspaper and book retailing,2008-11,5612,A3349773T,9.7
Australian Capital Territory,Newspaper and book retailing,2008-12,5613,A3349773T,14.2
Australian Capital Territory,Newspaper and book retailing,2009-01,5614,A3349773T,8.5
Australian Capital Territory,Newspaper and book retailing,2009-02,5615,A3349773T,11.6
Australian Capital Territory,Newspaper and book retailing,2009-03,5616,A3349773T,10.7
Australian Capital Territory,Newspaper and book retailing,2009-04,5617,A3349773T,9.2
Australian Capital Territory,Newspaper and book retailing,2009-05,5618,A3349773T,10.0
Australian Capital Territory,Newspaper and book retailing,2009-06,5619,A3349773T,10.1
Australian Capital Territory,Newspaper and book retailing,2009-07,5620,A3349773T,13.0
Australian Capital Territory,Newspaper and book retailing,2009-08,5621,A3349773T,10.8
Australian Capital Territory,Newspaper and book retailing,2009-09,5622,A3349773T,9.6
Australian Capital Territory,Newspaper and book retailing,2009-10,5623,A3349773T,9.9
Australian Capital Territory,Newspaper and book retailing,2009-11,5624,A3349773T,10.2
Australian Capital Territory,Newspaper and book retailing,2009-12,5625,A3349773T,14.8
Australian Capital Territory,Newspaper and book retailing,2010-01,5626,A3349773T,8.1
Australian Capital Territory,Newspaper and book retailing,2010-02,5627,A3349773T,11.2
Australian Capital Territory,Newspaper and book retailing,2010-03,5628,A3349773T,10.0
Australian Capital Territory,Newspaper and book retailing,2010-04,5629,A3349773T,8.0
Australian Capital Territory,Newspaper and book retailing,2010-05,5630,A3349773T,9.3
Australian Capital Territory,Newspaper and book retailing,2010-06,5631,A3349773T,8.8
Australian Capital Territory,Newspaper and book retailing,2010-07,5632,A3349773T,9.1
Australian Capital Territory,Newspaper and book retailing,2010-08,5633,A3349773T,9.3
Australian Capital Territory,Newspaper and book retailing,2010-09,5634,A3349773T,7.9
Australian Capital Territory,Newspaper and book retailing,2010-10,5635,A3349773T,7.5
Australian Capital Territory,Newspaper and book retailing,2010-11,5636,A3349773T,8.0
Australian Capital Territory,Newspaper and book retailing,2010-12,5637,A3349773T,12.1
Australian Capital Territory,Newspaper and book retailing,2011-01,5638,A3349773T,4.9
Australian Capital Territory,Newspaper and book retailing,2011-02,5639,A3349773T,8.1
Australian Capital Territory,Newspaper and book retailing,2011-03,5640,A3349773T,6.2
Australian Capital Territory,Newspaper and book retailing,2011-04,5641,A3349773T,4.4
Australian Capital Territory,Newspaper and book retailing,2011-05,5642,A3349773T,5.6
Australian Capital Territory,Newspaper and book retailing,2011-06,5643,A3349773T,4.8
Australian Capital Territory,Newspaper and book retailing,2011-07,5644,A3349773T,5.7
Australian Capital Territory,Newspaper and book retailing,2011-08,5645,A3349773T,6.9
Australian Capital Territory,Newspaper and book retailing,2011-09,5646,A3349773T,4.8
Australian Capital Territory,Newspaper and book retailing,2011-10,5647,A3349773T,4.5
Australian Capital Territory,Newspaper and book retailing,2011-11,5648,A3349773T,5.0
Australian Capital Territory,Newspaper and book retailing,2011-12,5649,A3349773T,6.7
