Index,Height(m),Weight(kg),BMI,classification
72,1.799406612,60.78926586000001,18.774495452602675,Normal
73,1.7760802679999999,63.68291066479999,20.188205932785774,Normal
74,1.6328410319999997,46.6451786792,17.495201563370898,Mild Thinness
75,1.73342808,58.2962788688,19.401226196914685,Normal
76,1.685469832,54.5667093672,19.208161450790527,Normal
77,1.7364138500000001,62.8694841312,20.851313329125347,Normal
78,1.66311326,60.3084129808,21.803903323526747,Normal
79,1.770874538,52.4458038936,16.723807482118588,Moderate Thinness
80,1.7202287159999998,55.575906208,18.7808034099367,Normal
81,1.7434410139999998,61.0650044368,20.08990467769971,Normal
82,1.6963148699999997,55.2922297712,19.21547682487393,Normal
83,1.7793073379999997,70.4776281064,22.26123939460602,Normal
84,1.683473392,58.4869689456,20.6370017849652,Normal
85,1.757730292,58.5593168696,18.953591983757647,Normal
86,1.756024174,63.26397309359999,20.51613189556519,Normal
87,1.7110547440000001,63.9066222392,21.828206530111757,Normal
88,1.7803614379999997,59.6888970272,18.831165302261628,Normal
89,1.7824856399999998,54.940514534399995,17.291817481479264,Mild Thinness
90,1.732929224,59.6531086184,19.864215998558272,Normal
91,1.7304847280000002,61.9370350568,20.68306372184006,Normal
92,1.7841610239999999,64.1785506432,20.16145216074338,Normal
93,1.815783008,63.7797525568,19.34438533554068,Normal
94,1.757801158,50.8663965496,16.462336708451385,Moderate Thinness
95,1.7796017239999997,60.535027543999995,19.114419306744697,Normal
96,1.792148562,59.783470959199995,18.613717136080044,Normal
97,1.683675576,54.443967371999996,19.20582384531039,Normal
98,1.611014558,55.8359051424,21.51367635063458,Normal
99,1.695884594,58.1247303744,20.210095303175887,Normal
100,1.749740214,52.3789444328,17.108407874332347,Mild Thinness
101,1.647808236,46.308431978399994,17.05480418707652,Mild Thinness
102,1.7041550879999998,59.127077976,20.359550523012455,Normal
103,1.736029294,60.8648796464,20.19540974896762,Normal
104,1.666512542,44.742918157359995,16.110430016467202,Moderate Thinness
105,1.720989954,51.9634541608,17.54451397595563,Mild Thinness
106,1.7277384799999997,56.0148471864,18.764938425845646,Normal
107,1.718613022,55.813588416,18.896603441192962,Normal
108,1.6843908399999998,57.3690461024,20.220499833714115,Normal
109,1.763701324,58.248923864,18.725689782855312,Normal
110,1.621440496,57.6942262072,21.944734055012184,Normal
111,1.720158358,55.3637158704,18.710628298398824,Normal
112,1.7792948919999998,57.881242188799995,18.28276929136122,Mild Thinness
113,1.7827249079999998,59.711894141600006,18.78850319365305,Normal
114,1.675025352,50.754903636,18.089861355997375,Mild Thinness
115,1.7781778000000001,55.355914088,17.50707768287772,Mild Thinness
116,1.7427267659999999,58.3113834824,19.19971325524661,Normal
117,1.747727518,60.1822236864,19.702474859605417,Normal
118,1.7719578479999998,61.717179014399996,19.656187850726884,Normal
119,1.6625669059999997,52.5895925576,19.02573937152872,Normal
120,1.748163636,62.0986045272,20.31971800803986,Normal
121,1.6713276199999998,54.3767903968,19.466612729881653,Normal
122,1.7072543960000002,49.444022755999995,16.963572464022445,Moderate Thinness
123,1.763273334,58.182472636,18.71340834747518,Normal
124,1.751176584,61.367051349600004,20.011303255396278,Normal
125,1.7257141,48.4689360336,16.275179657808426,Moderate Thinness
126,1.666876524,55.9251266888,20.127976484685714,Normal
127,1.689000178,49.6748103656,17.413129393082382,Mild Thinness
128,1.7253734859999998,54.1174718504,18.179053180144663,Mild Thinness
129,1.7499114099999997,63.611832798399995,20.773313865446802,Normal
130,1.7841213999999999,60.774115887200004,19.0928097337545,Normal
131,1.7339622419999998,60.1375448744,20.00167754231791,Normal
132,1.809282894,59.283930089600005,18.11023276437938,Mild Thinness
133,1.755075738,52.4187698104,17.01747413770739,Mild Thinness
134,1.635682022,56.1520134072,20.987831675907437,Normal
135,1.80583459,58.124503578399995,17.82392400278934,Mild Thinness
136,1.732754472,61.67245484319999,20.540791718565007,Normal
137,1.674297134,52.9012102616,18.871244443480943,Normal
138,1.7128972599999999,57.5263971672,19.60670190733721,Normal
139,1.877087178,68.6698825496,19.48935284367997,Normal
140,1.7775298459999997,59.149394702399995,18.720459374822155,Normal
141,1.765772948,61.7823148256,19.815017401490007,Normal
142,1.655682998,51.4368338488,18.763759157634436,Normal
143,1.727420726,56.8480956904,19.05108299718344,Normal
144,1.7357953599999998,57.871353883199994,19.207312239788386,Normal
145,1.6556779179999999,48.6052857888,17.730941130222583,Mild Thinness
146,1.733857086,52.8247800096,17.571591636976695,Mild Thinness
147,1.74164371,60.708843998400006,20.013974030911875,Normal
148,1.6382174500000002,51.2060462392,19.07999026361551,Normal
149,1.745247462,59.3102384256,19.47222771310073,Normal
150,1.749843592,62.485518503200005,20.40708225704422,Normal
151,1.7663187939999998,56.8820697312,18.23212167494804,Mild Thinness
152,1.711950856,62.8070245128,21.430170789906605,Normal
153,1.688470334,54.8022596928,19.222576466335855,Normal
154,1.6767091179999998,63.5726878088,22.612840601135936,Normal
155,1.8400862359999999,62.0240340024,18.318236236338567,Mild Thinness
156,1.6288110679999999,48.1324161288,18.14246271480271,Mild Thinness
157,1.802920448,72.1012606704,22.181439634835698,Normal
158,1.7145314959999998,49.3448221856,16.786132747874323,Moderate Thinness
159,1.82918481,62.9475926736,18.81325549108078,Normal
160,1.6589103219999999,52.5774816512,19.105304404427763,Normal
161,1.703707286,66.3569715824,22.861072238110523,Normal
162,1.6355435919999999,49.839101387999996,18.631419981287966,Normal
163,1.761998762,63.071922240800006,20.3153762141181,Normal
164,1.736831934,54.3857261592,18.028904588816417,Mild Thinness
165,1.658878572,58.1989833848,21.148823064825265,Normal
166,1.70527726,57.7163161376,19.847627571613344,Normal
167,1.7372248719999999,52.267678315199994,17.318933011933407,Mild Thinness
168,1.6838117199999998,56.60714762,19.965685032307846,Normal
169,1.70653964,57.584003351199996,19.772841874827012,Normal
170,1.6761856240000002,50.4716807912,17.964020607281835,Mild Thinness
171,1.763621822,55.614416168800005,17.880368073531876,Mild Thinness
172,1.7265556020000001,56.3399365728,18.899713286372414,Normal
173,1.721137782,56.5381109176,19.08578455261149,Normal
174,1.6580774559999998,54.2119097048,19.719008643091804,Normal
175,1.875374456,63.1845944936,17.96533045415052,Mild Thinness
176,1.6970532479999998,47.548461788,16.509941459063143,Moderate Thinness
177,1.6991103939999999,55.8110483008,19.332008914632254,Normal
178,1.669686272,53.9285961416,19.344137122569933,Normal
179,1.675963882,55.1086610888,19.61961809642596,Normal
180,1.691232584,54.090301689600004,18.910923119170523,Normal
181,1.7046686759999998,61.245760848799996,21.076382537092574,Normal
182,1.673220174,52.720090975999994,18.830851848362222,Normal
183,1.696229018,49.5200447752,17.21123567819092,Mild Thinness
184,1.745888558,56.346876530399996,18.485738676468067,Mild Thinness
185,1.6821571639999997,64.031087884,22.628602913686475,Normal
186,1.675375872,58.581452159200005,20.87063292873864,Normal
187,1.7420264879999998,58.0004915256,19.11270538753397,Normal
188,1.6914741379999998,54.850340444800004,19.171169348351523,Normal
189,1.7009297959999998,57.8994765872,20.01252372547663,Normal
190,1.72923581,46.0256627256,15.391877898120502,Severe Thinness
191,1.78283235,65.7675287784,20.6914302680542,Normal
192,1.664245846,50.3270756616,18.170493911886595,Mild Thinness
193,1.71345987,60.265367100000006,20.526737633799296,Normal
194,1.7122101900000002,66.377972892,22.641741651823704,Normal
195,1.769404132,66.0381871248,21.093131894569996,Normal
196,1.6712689459999999,54.813463415200005,19.62431728325282,Normal
197,1.679081732,52.5174714296,18.62773858539132,Normal
198,1.7332926979999999,58.1967154248,19.371116777776937,Normal
199,1.7278103619999998,57.8201887056,19.368115052603937,Normal
200,1.813317176,58.0035759512,17.640350839564228,Mild Thinness
201,1.66958264,55.1112919224,19.770823141032267,Normal
202,1.6874129320000002,51.1265315616,17.955751437288505,Mild Thinness
203,1.778332486,61.235827184,19.363312947238764,Normal
204,1.7648290839999998,58.3677196088,18.739906579594145,Normal
205,1.743142056,56.4296570704,18.571280470964656,Normal
206,1.7364138500000001,63.514673392000006,21.065297006889477,Normal
207,1.737113112,53.305678248,17.665147853142397,Mild Thinness
208,1.746862902,65.25995933040001,21.38597993955908,Normal
209,1.7760594399999998,64.0337187176,20.299892178425885,Normal
210,1.817507668,70.73377150879999,21.412841956007803,Normal
211,1.7385700560000001,60.785546405599995,20.110178907636485,Normal
212,1.6945350920000002,59.011185219999994,20.551011549054238,Normal
213,1.6937769019999998,48.183490588,16.795225779379603,Moderate Thinness
214,1.7255995459999998,50.8244846488,17.068405342962503,Mild Thinness
215,1.75002317,61.7739687328,20.170557711214325,Normal
216,1.709214514,59.527599712,20.376295355170182,Normal
217,1.7671318479999998,59.567107575200005,19.075178226113636,Normal
218,1.718939666,54.2160827512,18.348766273956066,Mild Thinness
219,1.75365537,53.068676427999996,17.256382443577177,Mild Thinness
220,1.72637831,62.834058596,21.082551544156647,Normal
221,1.6723314280000001,49.7371792656,17.784286600599234,Mild Thinness
222,1.670631152,59.038128584800006,21.152973818018033,Normal
223,1.806982924,62.1926341488,19.04718739548559,Normal
224,1.72289597,51.600172328,17.383332680504584,Mild Thinness
225,1.65276022,52.15060622,19.09148271095971,Normal
226,1.7705692299999998,57.9304569208,18.47911332906822,Mild Thinness
227,1.7762176819999997,55.3369539424,17.5397286897346,Mild Thinness
228,1.679338526,53.5060298344,18.972572659596004,Normal
229,1.742786456,57.9300940472,19.072862646637972,Normal
230,1.75253904,53.5065741448,17.420946337373213,Mild Thinness
231,1.6965094339999998,56.7694881968,19.7243373074301,Normal
232,1.7278002019999998,64.00301053919999,21.4394362644181,Normal
233,1.7696835319999997,65.9895620624,21.07094566166007,Normal
234,1.824273212,52.64615548,15.819286815985025,Severe Thinness
235,1.8477677039999998,61.5732089136,18.034206717412264,Mild Thinness
236,1.708899554,60.2936258816,20.64611437835987,Normal
237,1.71221781,52.4634486224,17.895293050977813,Mild Thinness
238,1.7407000999999998,51.8539116928,17.11329414880334,Mild Thinness
239,1.739170004,67.563435584,22.337144435574114,Normal
240,1.740374218,64.49524857760001,21.293273820860183,Normal
241,1.6186223659999999,60.82850156800001,23.21753153067949,Normal
242,1.7197026819999999,64.3613482192,21.76298164732505,Normal
243,1.7645672099999998,62.9333498848,20.21177430551868,Normal
244,1.694230292,60.984990808000006,21.24604406106842,Normal
245,1.656874004,53.077838986399996,19.33455872868167,Normal
246,1.7753261419999997,52.4693453184,16.64751247432804,Moderate Thinness
247,1.7736941919999998,61.139892476,19.434223044624655,Normal
248,1.6611066600000002,54.6916739632,19.821028098101454,Normal
249,1.7353823560000001,54.468914932,18.0866597526828,Mild Thinness
250,1.67484933,38.264930401600004,13.641101488216478,Severe Thinness
251,1.78049047,63.021800324800004,19.879776542564603,Normal
252,1.677804874,65.101565004,23.126426224845893,Normal
253,1.733164174,55.8529148424,18.593726413714933,Normal
254,1.6565265319999998,52.4017147512,19.096277026712784,Normal
255,1.756707942,54.877555964799996,17.78261524206437,Mild Thinness
256,1.717056256,54.7246501016,18.561537412013458,Normal
257,1.7090697339999998,56.261374438400004,19.261529534902802,Normal
258,1.697818042,53.1717778896,18.445859369334823,Mild Thinness
259,1.729303374,58.0415416016,19.408705098246116,Normal
260,1.6908757139999997,52.9580906984,18.52289846985265,Normal
261,1.782311142,55.3362735544,17.419788006436292,Mild Thinness
262,1.7234187019999998,56.243230758399996,18.93601795928636,Normal
263,1.692226486,49.37575716,17.242363323839523,Mild Thinness
264,1.617679264,47.471759380799995,18.1405516829407,Mild Thinness
265,1.72810424,59.98663481599999,20.086979097817046,Normal
266,1.7003014,57.6893727728,19.95464437325711,Normal
267,1.6830781679999998,56.7538392728,20.034876641747708,Normal
268,1.7965445399999997,60.473792624,18.736619136298568,Normal
269,1.795994376,55.4908123488,17.203275243748177,Mild Thinness
270,1.861025488,59.0865268512,17.060188299773998,Mild Thinness
271,1.620271334,52.953736215199996,20.1707065291483,Normal
272,1.7231636859999997,57.0860954128,19.22548354323926,Normal
273,1.721626732,45.643602183999995,15.399333224115924,Severe Thinness
274,1.7078708539999998,53.748157244,18.426952864603436,Mild Thinness
275,1.6956280539999997,62.19902979599999,21.63328261136136,Normal
276,1.753386892,53.8409621672,17.51286909049944,Mild Thinness
277,1.740573608,56.3198424472,18.589882424453794,Normal
278,1.6422164259999998,56.6736895664,21.014579460729838,Normal
279,1.65463093,57.3289939288,20.93977658546643,Normal
280,1.695227496,55.122994596,19.181246528147007,Normal
281,1.7017804419999998,60.4615909992,20.877212648360423,Normal
282,1.7847591939999998,57.7908866624,18.142624081669254,Mild Thinness
283,1.716447164,56.73528736,19.257166261448898,Normal
284,1.6841678279999999,46.6344285488,16.44129135359699,Moderate Thinness
285,1.750238308,60.8816625504,19.874313369527236,Normal
286,1.666377922,45.801815073600004,16.494368124417708,Moderate Thinness
287,1.727248006,66.1739018512,22.18080700151434,Normal
288,1.77640361,70.4449241232,22.32371202681394,Normal
289,1.7817058599999998,62.92114826,19.82095715574236,Normal
290,1.6932564559999999,52.7351048712,18.393074659908265,Mild Thinness
291,1.762931704,54.7071414504,17.60244704950853,Mild Thinness
292,1.696871892,51.8946896136,18.022905564590054,Mild Thinness
293,1.719592192,60.4822294352,20.45393456949443,Normal
294,1.7560132519999998,42.0704538836,13.643368815816817,Severe Thinness
295,1.715457326,59.775487739999996,20.31249589481738,Normal
296,1.6707896480000002,53.699169308,19.236409601900164,Normal
297,1.6829453259999998,59.4870485872,21.003052005656336,Normal
298,1.7117156519999999,59.0591752536,20.156918232369147,Normal
299,1.649559058,58.5966474912,21.53461101998961,Normal
300,1.759127546,64.929200044,20.98192806467547,Normal
301,1.7545657059999997,62.927135674400006,20.44083773946888,Normal
302,1.768958362,59.3991424576,18.982130467488954,Normal
303,1.75455707,56.3829370944,18.31524352001651,Mild Thinness
304,1.727531216,61.402839758400006,20.574848662740337,Normal
305,1.748958656,56.3355820896,18.41720404090445,Mild Thinness
306,1.605066132,50.4570751288,19.585569761759423,Normal
307,1.6656281139999998,58.696483090399994,21.157093003822723,Normal
308,1.755673654,57.9438378848,18.79834747484624,Normal
309,1.77260631,55.034816311200004,17.515112832532786,Mild Thinness
310,1.7140435619999999,53.6228751336,18.251828766732526,Mild Thinness
311,1.7548374859999998,55.9478970072,18.168118785041948,Mild Thinness
312,1.7412436599999999,68.9059771856,22.726774339843523,Normal
313,1.7326170579999998,52.3040563936,17.423291388875914,Mild Thinness
314,1.7043704800000001,55.512584764799996,19.11012123581694,Normal
315,1.8094098939999999,58.6187374216,17.904514061918913,Mild Thinness
316,1.755634284,62.7237903808,20.349989452182598,Normal
317,1.6636613919999999,65.342875948,23.608498607870942,Normal
318,1.6913113239999997,54.8157767344,19.162777591925927,Normal
319,1.727157074,51.3935158128,17.228388528043023,Mild Thinness
320,1.843467738,67.7315821384,19.930589178515476,Normal
321,1.7265865899999997,59.25603418160001,19.877229640081254,Normal
322,1.692236138,55.513764103999996,19.385577583362753,Normal
323,1.7093117959999997,60.72131777840001,20.78253921490655,Normal
324,1.6753715539999998,61.159442291199994,21.789197822254888,Normal
325,1.690118794,62.5214429896,21.8874179346851,Normal
326,1.729161642,51.1112908704,17.094077304715544,Mild Thinness
327,1.672155914,54.9737174688,19.66081731201637,Normal
328,1.758625134,52.1296049104,16.855354149408136,Moderate Thinness
329,1.643230902,50.0657613104,18.541447573290228,Normal
330,1.758028488,57.1678780504,18.49695567212715,Mild Thinness
331,1.7060651679999999,53.8417332736,18.49812882901592,Mild Thinness
332,1.7233061799999998,54.1184243936,18.223015859318284,Mild Thinness
333,1.7595568059999998,68.37432200239999,22.084442904980005,Normal
334,1.7247989379999997,54.9364322064,18.466453592806502,Mild Thinness
335,1.7037303999999998,53.708241148,18.502873721697522,Normal
336,1.778388874,64.754340328,20.47459963086559,Normal
337,1.779385316,66.056829756,20.86304631886732,Normal
338,1.8000253560000001,57.76153926,17.827133320767135,Mild Thinness
339,1.6778884399999998,52.6020663376,18.684291780331034,Normal
340,1.6570312299999999,47.375008207200004,17.25392520104848,Mild Thinness
341,1.7460290199999997,62.818182876,20.605466641856314,Normal
342,1.7657942839999998,65.9998586008,21.167169709921094,Normal
343,1.785814056,56.429793147999995,17.694405854938772,Mild Thinness
344,1.7094154279999998,56.3300482672,19.277241352626525,Normal
345,1.7171878279999997,57.2278429128,19.407597362757503,Normal
346,1.723533764,62.9642395,21.196022453211157,Normal
347,1.688220144,55.134787988,19.34494738674069,Normal
348,1.750586034,51.825380756,16.911245052092145,Moderate Thinness
349,1.739109044,58.695802702399995,19.40677716061917,Normal
350,1.76579022,62.3953444136,20.01123868599458,Normal
351,1.7840848239999998,61.0079425632,19.167054647833226,Normal
352,1.723555354,57.9283703976,19.500279656859956,Normal
353,1.72731049,52.4673948728,17.585255391920967,Mild Thinness
354,1.705351682,59.6884434352,20.5240160527237,Normal
355,1.729722474,57.8710363688,19.34231285400887,Normal
356,1.752365558,57.0260851912,18.57052326481921,Normal
357,1.7608849719999997,54.425823692,17.552663874184674,Mild Thinness
358,1.7803586439999999,63.8964164192,20.15865288783499,Normal
359,1.7460732159999999,62.1041837088,20.37023113444996,Normal
360,1.630332782,53.7397204328,20.218218250243414,Normal
361,1.6787047959999999,58.763569347200004,20.852566023373974,Normal
362,1.758802172,68.97837046880001,22.298669153608433,Normal
363,1.7694940479999999,54.8232156432,17.509199580119944,Mild Thinness
364,1.738051134,61.7350958984,20.43652394017336,Normal
365,1.734467702,58.99467447120001,19.61012557835823,Normal
366,1.762171736,59.771768285600004,19.248621902184308,Normal
367,1.73617001,63.22165296,20.974003990265555,Normal
368,1.8370522059999999,76.307328568,22.61118133079104,Normal
369,1.7874383859999998,57.8985694032,18.12198106558301,Mild Thinness
370,1.669523458,59.783788473600005,21.448571920218498,Normal
371,1.689005258,55.7265441112,19.53440141882796,Normal
372,1.7986601059999998,63.5996311736,19.65877231350176,Normal
373,1.7113450659999998,64.7243578968,22.10001541126847,Normal
374,1.7220460859999998,62.3371032008,21.021179310549904,Normal
375,1.73128178,57.170372806399996,19.07372457695637,Normal
376,1.748988628,65.135130812,21.2932188768984,Normal
377,1.719920868,55.61945104,18.80224755231953,Normal
378,1.642365778,49.2620870048,18.263038422922634,Mild Thinness
379,1.669725134,45.659341826399995,16.377200946025223,Moderate Thinness
380,1.7379800139999997,52.6800388024,17.44040357075182,Mild Thinness
381,1.749792284,63.7429662456,20.818971710920373,Normal
382,1.7341512179999998,57.012295994400006,18.958090873547537,Normal
383,1.7571834299999998,60.9323287768,19.73392976726787,Normal
384,1.844292984,61.8993869208,18.198119784470038,Mild Thinness
385,1.6774558779999997,58.0063428624,20.61452222281642,Normal
386,1.7584115200000001,55.8535498712,18.063825950315582,Mild Thinness
387,1.749475038,52.769759300000004,17.241284282559125,Mild Thinness
388,1.688094668,56.4985576952,19.82639548542179,Normal
389,1.7603327759999998,57.0552057976,18.41220177874843,Mild Thinness
390,1.716595246,48.802190076,16.561646141855736,Moderate Thinness
391,1.763221264,64.87436077119999,20.866973391645658,Normal
392,1.713704218,53.861056292799994,18.340160625007112,Mild Thinness
393,1.6877977419999999,53.970916275200004,18.94606348275457,Normal
394,1.7465509899999998,59.817172844800005,19.609356608323314,Normal
395,1.619727774,54.1448688072,20.638267978482467,Normal
396,1.753530402,57.2080663016,18.605042590926566,Normal
397,1.6888373639999998,57.4302810224,20.1356328545759,Normal
398,1.6952528959999997,51.5097714424,17.92340973167176,Mild Thinness
399,1.719426076,52.5446869496,17.773042992342496,Mild Thinness
400,1.6939427639999998,59.091153489599996,20.593255303089453,Normal
401,1.7025307579999998,56.9050214864,19.631824291368595,Normal
402,1.674138384,53.145333476,18.961925188773492,Normal
403,1.77877216,62.2865276928,19.68581836258469,Normal
404,1.759452412,67.78692036240001,21.89731439942396,Normal
405,1.77995453,68.523916644,21.628398452642102,Normal
406,1.6486992679999999,53.06999184479999,19.523880043910903,Normal
407,1.770060976,62.676752890399996,20.004607462950403,Normal
408,1.716157096,57.887864631999996,19.65501813307297,Normal
409,1.6219243659999998,54.7718690288,20.82074976322218,Normal
410,1.81912006,65.4323242904,19.772865929879618,Normal
411,1.650744222,47.9872666888,17.610287330139343,Mild Thinness
412,1.641032786,54.5021178664,20.238525246907496,Normal
413,1.575223164,49.4799926016,19.940931740795826,Normal
414,1.658243064,57.139437832,20.779714885127678,Normal
415,1.7196214019999998,50.00058014,16.90866656869951,Moderate Thinness
416,1.799791676,60.9947883952,18.829910301865503,Normal
417,1.7315370499999998,52.3929150664,17.4746700905284,Mild Thinness
418,1.7132315239999998,56.748260091199995,19.333943122860774,Normal
419,1.804472896,52.8032343896,16.216599801102205,Moderate Thinness
420,1.722890128,60.506632684799996,20.38392530215738,Normal
421,1.705733952,49.3271320976,16.95365253646143,Moderate Thinness
422,1.734893406,60.9621297712,20.254174082959285,Normal
423,1.6614668320000001,59.515125932,21.55976412820029,Normal
424,1.74415577,59.344257825599996,19.507794175430067,Normal
425,1.7797101819999999,57.6441950096,18.19939740786565,Mild Thinness
426,1.756006902,54.1619238664,17.564736750093346,Mild Thinness
427,1.702327812,47.881897267199996,16.522850046162265,Moderate Thinness
428,1.6642775959999998,60.9960130936,22.021653006823964,Normal
429,1.7830312320000001,60.186986402399995,18.931485693439456,Normal
430,1.718783964,57.178900336000005,19.355001642072864,Normal
431,1.7712072779999999,57.312800694399996,18.26891921721729,Mild Thinness
432,1.7174766259999998,64.5734931976,21.89135331705644,Normal
433,1.7982156059999999,56.5118025816,17.476547253396845,Mild Thinness
434,1.769314216,55.5016985568,17.72949397500488,Mild Thinness
435,1.695012358,55.8960514416,19.455186220255744,Normal
436,1.7165340319999998,59.6042114008,20.228892665648893,Normal
437,1.657430518,56.3831638904,20.524792721926897,Normal
438,1.7961322979999998,58.2337738912,18.050876340705557,Mild Thinness
439,1.810352996,62.075425976000005,18.940575832823505,Normal
440,1.6906019019999998,53.5496653848,18.735878221195424,Normal
441,1.7282787379999998,55.1100218648,18.45028202856504,Mild Thinness
442,1.730171546,54.1049527112,18.07418365558018,Mild Thinness
443,1.8094121799999998,57.404108764,17.533473438243064,Mild Thinness
444,1.6998662979999997,58.6257227384,20.288908458713728,Normal
445,1.8060367739999998,61.1353111968,18.742993265646955,Normal
446,1.7631323639999998,66.25731741999999,21.313953486725925,Normal
447,1.756868978,73.6682849528,23.867218589794437,Normal
448,1.74186215,59.052462092,19.4630296872109,Normal
449,1.7679200099999999,59.9621862072,19.18457735922628,Normal
450,1.7538920980000001,57.8144280872,18.79448764833435,Normal
451,1.734489546,56.8562149872,18.898814895364307,Normal
452,1.7590201039999998,61.124198192799994,19.75475141497451,Normal
453,1.7332609479999999,55.310781684,18.411191365931213,Mild Thinness
454,1.71924472,57.002362329600004,19.28490287098534,Normal
455,1.7485570819999998,66.204473952,21.653480345182334,Normal
456,1.7658234940000002,54.395070154399995,17.444758425513836,Mild Thinness
457,1.701207672,50.5797264056,17.47679574768734,Mild Thinness
458,1.82893462,62.902324191999995,18.804869809091027,Normal
459,1.7130984280000001,61.241769239199996,20.868108956879567,Normal
460,1.677978356,52.847550328,18.769476149525804,Normal
461,1.6655973800000001,56.22613034,20.267404578620365,Normal
462,1.734863434,62.120331584,20.63969039474457,Normal
463,1.804061162,69.4357272824,21.334402020776654,Normal
464,1.797528028,57.314524344,17.738355350341052,Mild Thinness
465,1.7147062480000002,65.7986905488,22.378851282233615,Normal
466,1.765537744,61.3137996488,19.66999355252983,Normal
467,1.6877156999999998,49.353531151999995,17.326851376329607,Mild Thinness
468,1.74165006,50.128946676,16.525963188513494,Moderate Thinness
469,1.7021291840000001,62.71748545199999,21.647293313392723,Normal
